text,label
"['너', '많이', '치다', '잡수다']",1
"['분명하다', '진짜', '재밌다', '보다', '제대로', '한번', '보다']",0
"['응', '근데', 'ㅅㅂ', '고', '졸', '무', '스펙', '인데', '따다', '하다', '모르다', '노가다', '하다']",1
"['아니다', '김도균', '도', '장미', '한테', '계속', '여지', '주다', '오영주', '도', '이규', '빈', '한테', '여지', '주다', '왜', '현우', '랑', '현주', '한테', '만', '뭐라다', 'ㅋㅋㅋ']",0
"['음주운전', '아', '진짜', '사형제', '도', '부활', '시키다', '제발']",0
"['사랑', '과', '전쟁', '현실', '로']",0
"['부부', '너', '네', '한테', '죄', '지다', '이휘재', '만큼', '너', '네', '오랜', '기간', '동일하다', '하다', '있다', '묻다', '본인', '해', '돈', '으로', '살다', '왜', '그렇게', '들다', '꼬이다', '연예인', '이라', '돈', '많이', '벌다', '욕', '하다', '너넨', '연예인', '하다', '노력', '도', '못', '하다']",0
"['짜다', '연출', '는', '상황', '극']",0
"['이순재', '님', '배우자', '입장', '에서', '많이', '불쾌하다', '제', '3', '자가', '보다', '불쾌하다']",0
"['경찰', '버리다', '되다', '지능', '무력', '혼자', '다', '가능']",1
"['갑자기', '씹창렬됨', '개새끼']",1
"['빠따', '로', '신', '마사지', '해주다', '모든', '너무', '기분', '좋다', '엎드리다', '잠', '만', '자다']",1
"['무슨', '야', '절므', '니', '차갑다', '얼메', '좋다']",0
"['이민기', '연', '기보', '믄', '서현진', '돋보이다', '로코', '퀸', '은']",0
"['찌다', '따다', 'ㅇㅂ']",1
"['반박', '해주다', '싶다', '0', '렙', '이라', '분탕', '가능성', '높다', '앤', '한국', '당', '의원', '구성원', '보고오다', 'ㅂㅅ', '아']",1
"['2009년', '이다', '군화', '닦다', '이병', '은', '바닥', '에서', '군화', '떨어지다', '안되다', '하다', '어이없다', '규칙']",0
"['게스트', '별로', '여', '도', '차태현', '땜', '에', '보다']",0
"['이성경', '님', '캐스팅', '은', '아쉽다']",0
"['그냥', '무작정', '끄다', '보다', '미성년', '자도', '결혼', '하다', '나이', '처', '먹고다', '애', '지우다', '들다', '너희', '보다', '훨', '떳떳하다', '도', '비방', '댓글', '달다', '부모님', '등골', '뽑다', '먹다', '들이다', '부들대다', '보다', '인생', '늘', '불만', '이네']",1
"['꿀잼', 'ㅠㅠ']",0
"['말씀', '너무', '하다', '멋지다', '짝짝']",0
"['이래서', '이재명', '되다', '안되다']",0
"['편하다', '보시', '면', '되다', '걸', '아나운서', '처럼', '또박또박', '을', '완벽하다', '하다', '완벽하다', '만을', '원하다', '문제', '다']",0
"['솔직하다', '기안', '84', '정말', '싫어하다', '하지만', '이번', '논란', '에는', '반대', '다', '1', '을', '표현', '하다', '2', '라고', '하다', '욕', '하다', '이미', '기안', '84', '늘다', '수정', '하고', '사과', '거', '아니다', '그렇게', '하다', '영화', '에서', '노', '출신', '나오다', '술집', '아가씨', '나오다', '똑같이', '국민', '청원', '해', '라', '외국', '영화', '드라마', '에도', '똑같이', '해보다']",0
"['예비군', '이랑', '비교', '하다', '새', '끼다', '정신', '머리', '있다', 'ㅋㅋ']",1
"['구혜선', '더럽다', '뱀', '같다', '구차', '스런', '에', '휴', '얍삽한년', '바짓가랑이', '붙잡다', '늘어지다', '방법', '차암', '천박하다', 'ㅉㅉ']",1
"['송지효', '도', '어울리다', '홍진영', '은', '넘사벽', '이지', '워낙', '자다', '어울리다', 'ㅋㅋ']",0
"['여주', '있다', '이유', '는', '마지막', '은', '랑', '되다', '겧', 'ㄴ', '게', '원칙', '인데', '제발', '작가', '님', '제발', '둘', '이그', '냥', '만나다', '해주다', '제발']",0
"['최근', '에', '보다', '영상', '에', '제일', '유익하다', '같다', '제목', '은', '머리', '좋다', '아이', '로', '키우다', '방법', '이지만', '사랑', '관심', '경험', '의', '기회', '좋다', '모델링', '과', '같다', '아이', '의', '를', '충족', '하다', '주어', '행복하다', '아이', '로', '자라다', '자동', '으로', '여러', '방면', '에서', '머리', '좋다', '아이', '로', '자라', '자신감', '넘치다', '하다', '인격', '체', '로서', '살아가다', '있다', '제일', '좋다', '발판', '을', '줄', '있다', '메세지', '인거', '같다']",0
"['애', '를', '자꾸', '낳다', '구', '하다', '말다', '있다', '애', '이나', '켜', '주다', '하다', '아', '나야', '언제', '까지', '술', '말다', '안일하다', '처리', '할껀']",0
"['배', '아니다', '사과', '를', '써다', '해도', '소송', '하다', '근거', '되다', '사과', '에', '특허', '내다', 'ㅋㅋ']",0
"['ㅅㅂ', '완전', '악마', '군', '하루속히', '북한', '정권', '무너지다']",1
"['알다', '딩크', '분들', '40', '대다', '아이', '를', '부럽다', '모', '냥', '이다', '아이', '있다', '화목', '가정', '되다']",0
"['꼬시', '다', '꼬', '워', '노가다', '세', '끼', '제발', '좌파', '하다', '쪽팔리다']",1
"['완전', '기대', '되다', 'ㅋㅋㅋ', '스캐', '나오다', '어떻다', '다르다', '궁금', 'ㅋㅋ']",0
"['차예련', '의', '명품', '사랑', 'ㅎㅎ', '저번', '달', '에', '백화점', '에서', '명품', '쓸다', '가드', '만']",0
"['성형', '에', '대한', '용이', '현', '실감', '있다', '닿다']",0
"['김숙', '씨', '힘내다', '유일하다', '데뷔', '부터', '좋아하다', '개그우먼', '인데', 'ㅠㅠ', '삼가다', '고인', '의', '명복', '을', '비다']",0
"['저', '에', '제대로', '정치', '하다', '얼마나', '있다']",1
"['어이', '황똘', '넘다', '너', '책임지다', '가다', '막다', '멍멍', '보다', '못', '매국노', '의', '매국노', '영웅', '을', '괴롭히다', '현씨', '당신', '은', '누가', '뭐라다', '해도', '공익', '제보자', '이자', '따블당', '매국노', '를', '막다', '구국', '의', '영웅', '이다']",1
"['부모', '범죄자', '마닷', '범죄자', '는', '아니다', '미치다', '인간', '아']",1
"['재밌다', '기억', '에', '남', '을', '영화', '는', '아니다']",0
"['여자도', '출신', '의심스럽다', '움', '사랑', '하다', '관계', '라기보다는', '남자', '발목', '잡다', '그렇다', '같다']",1
"['기자', '새끼', '지랄', '하다']",1
"['역대', '급', '추하다', '댓글']",1
"['밑에껀', '꼴리다']",1
"['함소원', '예쁘다', '분', '점점', '닮다']",0
"['아니다', '근데', '현실', '아니다', '만화', '고', '영화', '드라마', '소설', '기타등등', '작', '거', '라는', '게', '존재', '하다', '창작물', '에는', '강간', '나오다', '저번', '부터', '왜', '만화', '에', '꽂히다', 'ㅈㄹ', '인가', '현실', '과', '가상', '은', '구분', '하다', '마치', '남', '오타쿠', 'ㅅㄲ', '들이다', '2', '에', '빠지다', '허우적대다', '느껴지다']",1
"['돼지', '같다', '아줌마', '보다', '훨씬', '이쁘다', 'ㅋㅋ']",1
"['감독', '은', '어떻다', '이렇다', '을', '하다']",0
"['죽다', '앵', '간이', '우려', '먹다', '상', '멀다', '의미']",1
"['완벽하다', '타인', '의', '준', '모', '부부', '생각나다', '국민', '에게', '폰', '공개', '되다', '느낌']",0
"['원숭이', '사쿠라', '핑크', '당', '의', '자위대', '간부']",1
"['그렇게', '단', '정지', '어', '하다', '근거', '대체', '뭐임', '로', '확실하다', '상관관계', '있다', '입증', '하다', '존나', '어렵다', '보이다', '근거', '되다', '논문', '이나', '연구', '결과', '있다', '알다']",1
"['잘생기다', '얼굴', '아깝다']",0
"['병신', '아', '걍', '인터넷', '에', '찾아보다', '되다']",1
"['정말', '민주당', '답', '없다', '애', '만', '모이다']",0
"['형', '로', '돌아가다', '아이돌', '같다']",0
"['파크랜드', '광고', '찍다', '정장', '오지', '네']",0
"['같다', '한국', '같다', '법', '이라는', '승리', '놈', '하고', '클럽', '뭐', '어쩌', '고', '관련', '잇다', '애', '아니다', '엇', '나다', '그런데', '얼쩡거리다', '드나들다', '애', '연예계', '방송', '가다', '퇴', '출하', '연예인', '인물', '리도', '없다', '추천', '해주다']",1
"['펭', '수가', '머', '귀엽다', '얼굴', '노무', '하얗다', '눈', '은', '무섭다', '입도', '이상하다']",1
"['뭐', '은', '가슴', '노출', '은', '노출', '이라고', '하다', '꼭지', '만', '가리다', '되다', '하다', '아니다', '윗', '가슴', '이나', '아래', '가슴', '이나', '같다', '젖', '인데']",1
"['연기', '의', '신', '나문희', '선생님', '압승']",0
"['가부장제', '한남', '은', '도태', '답', '이지']",1
"['국', '주씨', '활동', '많이', '하다', '활동', '많이', '해주다', '이쁘다', '화이팅']",0
"['배달', '비', '보다는', '음식', '치다', '빼먹다', '못', '치다', '배우다', '먹다', '씹다', '새끼', '땜', '에', '욕함']",1
"['신선하다', '좋다']",0
"['온', '유리', '부사', '장', '딸', '아니다', '연', '녀', '인데', '그게', '들통', '나서다', '딸', '이라고', '게', '맞다']",0
"['도끼', '얼핏', '비호감', '스럽다', '언행', '을', '하다', '모르다', '실상', '보다', '쇼', '미도', '심사', '위원', '에서', '도끼', '더콰이엇', '빠지다', '이후', '로', '질', '급락', '하다', '힙합', '계', '에서', '로', '신', '사적', '으로', '깔끔하다', '음악', '하다', '도', '별로', '없다']",0
"['윤진이', '연기', '를', '하다', '임']",0
"['왜', '유이', '는', '뭐', '든', '하다', '유이', '기사', '에는', '악플', '많다', '난', '개인', '으로', '유이', '차다', '좋아하다', '배우', '으로', '쭉', '자다', '나가다', '수지', '보다', '유이', '짱']",0
"['붕신같', '은', '정책', '으로', '꼴수', '한테', '뜯기다', '기분', '드럽다']",1
"['야', '치사', '하다', '니', '조심하다', '얘', '가지다', '구', '도', '아니다', '두다', '즐기다', '생기다', '생기다', '나다', '고아원', '자리', '없다', '억울', '하연', '질투', '하다', '말고', '보다', '듯', '잘살다']",1
"['현대차', '광고', '기사', '네', '요', 'ㅠㅜ']",0
"['이쁘다', 'ㅋㅋㅋ', '오크', '먜', '갈다', '심통', '난', '거', '냐', '왜', 'ㅂㄷㅂㄷ', '욕', '하고', '난리', '냐', 'ㅋㅋㅋ', '하다', '니', '네', '면상', '은', '견적', '이안', '나오니', 'ㅋㅋ']",1
"['저런', '팅기다', '일단', '빠구리', '시작', '하다', '신들리다', '하다']",1
"['빡', '대가리', '인', '이해', '하다', '너무나', '어렵다', '걸']",0
"['오늘', '은', '너', '로', '정', '하다']",1
"['꺼지다', '죽다']",1
"['아니다', '근데', '면접', '을', '보고', '왜', '참관', '을해', 'ㅋㅋ']",0
"['돼다', '당신', '네', '선원', '부터', '접종', '하다', '내보내다', '나라', '에', '코로나', '퍼트', '리지', '말고']",0
"['여기', '오십', '대', '육', '십대', '딱', '딱이다', '분', '은', '아들', '군대', '가다', '수술', '하다', '전화', '하다', '장관', '아들', '도', '누군가', '의', '아들', '뿐이다', '멀다', '그렇게', '지랄', '이슈', '쯧쯧']",1
"['정상인', '부부', '다', '들다', '같다']",0
"['사랑', '아', 'ㅜㅜ', '너', '휠체어', '타다', '불구', '되다', '결혼', '해주다', '걱정', '마', 'ㅎ']",1
"['자막', '입히다', '영상', '만들다', '고생', '하다', '듯', '요', '재밌다', '자다', '보다']",0
"['오다', '씨발', '진짜', '성형', '하다', '네', '관심', '있다', '보다', '충분하다', '이상하다', '느끼다', '부분', '이다', '진짜', '노', '짱', '은', '그래도', '성형', '다', '고', '솔직하다', '하다', '눈썹', '찔리다', '안검', '하수', '하다', '새', '끼다', '다', '역겹다', '거짓말', '아예', '베다', '퉷']",1
"['자다', '하다', '거', '예요', '화이팅', '이다']",0
"['저', '못', '생기다', '적폐', '형제', '안보', '게', '되다', '좋다']",1
"['삼', '시세', '끼', '고고']",0
"['한국', '들어오다', '러시아', '선원', '부터', '맞추다', '보내다', '우리나라', '에', '민폐', '끼치다', '말고']",0
"['징그럽다', '구역질', '나다']",1
"['못', '하다', '없다', '뭔가', '잘못', '같다']",0
"['지다', '이완', '맥그리거', '인', '줄알', '고', '이완', '쓸다', '허다', '접']",0
"['여행', '가다', '하은', '이랑', '셋', '이서', '여행', '오다', '보다', '딸', '과', '너무', '놀다', '인사', '도', '먼저', '해주다', '이쁘다', '가족', '이다', '네', '가족', '행복하다']",0
"['애초', '부터', '김용호', '걔', '는', '기생충', '도', '종북좌파', '의', '산', '물이', '라고', '같다', '않다', '개다', '릴', '해대', '는', '놈', '이어서', '믿다', '걸렀다']",1
"['멧돼지', '엄마', '설거지', '도', '도와주다', '지럴', '이란', '지럴', '은', '골', '라서', '해', '요']",1
"['저걸', '로', '기분', '나쁘다', 'ㅋㅋ', '귀엽다', '북한', '쉐리']",1
"['무플', '방지', '위원회', '에서', '오다', '신세경', '님', '항상', '건강하다']",0
"['눈', '에', '슬픔', '보이다']",0
"['예랑', '예랑', '하길레', '이르다', '알다', '예비신랑', '이다', '거', '냐', '니미']",1
"['백종원', '선생님', '덕분', '에', '요리', '해먹', '고', '살다', 'ㅎㅎ', '가족', '폭풍', '칭찬', '하다', '살다', '이렇다', '칭찬', '은', '처음', '이다', 'ㅋㅋ']",0
"['드라마', '에', '욱일기', '치다', '넣다', '감독', '이나', '작가', '라이', '이네']",1
"['땡잡다', 'ㅋㅋ', '돈', '벌다', '차다', '쉽다']",1
"['돼지', '페미', '악플러', '죽이다', '남탓', '은', 'ㅉㅉ']",1
"['평생', '에', '못', '숨다', '바치다', '이다', '돈', '으로', '약', '빨', '고', '노름', '하고', '누군가', '는', '리살', '겠다']",1
"['키', '멀다', '하다', '에', '현', '망', '진창', '보다', '멈추다', '수가', '없다']",0
"['죽다', '최진실', '도', '거의', '닮다', '않다', '애가', '단지', '진실', '따다', '뿐', '인데', '본인', '엄마', '처럼', '대', '스타인', '양', '관심', '받다', '건지다', '정상', '아니다', '너', '오빠', '처럼', '조용하다']",1
"['진짜', '매력', '쩔다', '보다', '매력', '적다', '가다', '않다']",0
"['난', '왜', '이렇게', '을', '죽이다', '드라마', '를', '쓰다', '눈물', '도', '나오다', '헛웃음', '만', '아깝다', '김소연', '최명길', '연기', '만', '보다', '하다', '오늘', '로', '땡']",0
"['기자', '라는', '직업', '은', '기본', '으로', '예의', '없다', '하다', '직업', '인가', '남', '의', '사생활', '을', '이렇게', '맘대로', '다루다', '되다', '건가', '해보다', '야하다']",0
"['목사', '한테', '빨다', '쓰다', '내리다']",1
"['분', '어울리다']",0
"['짱깨', '유학생', '한테', '들다', '지다', '들다', '지네', '나라', '식품', '못', '믿다', '저러다', '카더라', '비닐', '포장', '되어다', '다', '찢다', '만지다', '보고', '산다', '고함', 'ㅋㅋ']",1
"['예전', '에', '어머니', '건물', '1', '층', '에서', '백반', '지다', '전라도', '아지', '매', '생각나다', 'ㅎ', '건물', '주차장', '에', '냉장고', '랑', '식', '자재', '다', '꺼내다', '쓰다', '어렵다', '하다', '어머니', '사정', '계속', '보다', '주다', '월세', '2년', '치', '밀리', '고', '나가다', '원상', '복구', '도', '하고', '쓰래', '기', '가게', '에', '다', '버리다', '지랄', '남', '보증금', '에서', '월세', '1년', '치', '끄다', '주다', '소송', '건', '다', '고', '지르다', '씹다', '지랄', '함', '그래서', '좆', '끄다', '밀리다', '월세', '다', '끄다', '원래', '받다', '하다', '복', '비용', '도', '다', '끄다', '버리다']",1
"['앙헬', '가다', '싶다', '빨통', '을', '그냥', '핥다', '짝', '핥다', '짝']",1
"['너무', '많다', '쓸다', '업', '난해']",0
"['진심', '세상', '혼자', '사시', '네', '갑자기', '쪽', '으로', '걸어오다', '숨다', '못', '쉬다', '듯']",0
"['계란', '으로', '바위', '는', '못', '치다', '나뭇가지', '정돈', '부술', '있다']",0
"['혼전임신', '뭐', '요즘', '흉', '도', '아니다', '고혼', '수라', '며', 'ㅎ', '오히려', '요즘', '시부모', '은', '자식', '나이', '들다', '결혼', '하다', '보다', '불임', '이니', '딩크족', '보다', '차라리', '낫다', '고', '좋아하다', '분위기', '라고', '그렇다']",0
"['벌린', '나쁘다', '꼽은놈', '나쁘다']",1
"['애', '교육', '에', '안좋다', '바로', '채널', '돌리다']",0
"['그렇게', '크다', '죄', '를', '지다', '사생활', '침해', '너무', '심하다']",0
"['난', '진짜', '이다', '남자', '돈', '1조', '있다', '보다', '작다', '남자', '랑은', '사귀다']",1
"['슬슬', '정부', '씹다', '대구', '하다', '극복', '하다', '니', '우스', '뿌리', 'ㅎㅎㅎ']",1
"['의사', '를', '하다', '3', '은', '죽다', '하다', '있다', '을', '누구', '만', '든지', '모르다', '섭득', '하다']",0
"['이렇다', '해외여행', '육아', '쓰레기', '프로', '폐지', '하다', '쓰레기', '만들다', '수신료', '내다', '주다']",1
"['늑대', '여우', '코요테']",0
"['존나', '자꾸', '치다', '하다', '글', '에', '중대', '욕', '하다', '질', '떨어지다', '학교', '라', '끄다', '왜', 'ㅈㄹ', '이야', '자꾸', '너', '무슨', '피해', '의식', '있다', 'ㅋㅋ']",1
['씨발'],1
"['술', '말다', '싶다', '본인', '만', '치다', '말다', '지은', '죄', '만큼', '벌', '받다']",1
"['이현', '보고', '짜증나다', '박가원', '보고', '풀다', '왜', '그렇다']",0
"['딸도', '엄청', '이쁘다', '같다', '주차', '가족', '도', '즐', '추하다']",0
"['민주당', '도', '한국', '당', '도', '다', '사라지다', '윤석열', '무소속', '으로', '대통령', '되다', '국회의원', '반수', '로', '줄이다', '돈', '만', '줄이다', '취약', '계층', '몇', '은', '먹고살다', '1조', '빚', '내다', '국민', '2만원', '용돈', '주지', '말고']",0
"['추석', '있다', '무슨', '의미', '있다']",0
"['핀란드', '하니', '대사관', '주차장', '떠오르다']",0
"['19', '세라', '문제', '없다', '그렇다', '야동', '도', '치다', '보지', '말다', '그냥', 'ㄹㅇ', '공짜', '로', '보다', '벌레', '작가', '지다', '들다', '무시', '하다', '뉘앙스', '풍기다', '테러', '하다', '임', 'ㅇㅇ', '진짜', '도르다', '넘다', '나다', '못', '참다', '고소하다', '줘팼음']",1
"['완전', '병', '신', '라', '들다', 'ㅇㅣ', '네']",1
"['ㅈ', 'ㅓ', '분노', '는', 'ㅍ', 'ㅔ', 'ㅁ', 'ㅣ', '달창련들', '의', '분노', '임']",1
"['난', '매우', '싫다', '뭐', '걸', '로']",1
"['엣날', '에', '실력', '파', '댄스', '그룹', '그리다', '노이즈', '알이에프', 'ㄷㄷ', '언제', '부터', '갑자기', '나이', '어리다', '아이돌', '걸그룹', '창', '여', '들이다', '나오다', '대중가요', '망햇']",1
"['솔직하다', '인정', '하다', '하다', '한효주', '이쁘다']",0
"['유독', '한국', '만', '지랄', '들다', '근', '구만', '해도', '하다', '껏', '해', '라']",1
"['솔직하다', '오달수', '는', '영화로', '죄값', '다', '갚다', '자다', '용서', '해주다']",0
"['ㅋㅋ', '잼', '잇다', 'ㅋㅋㅋ']",0
"['임영웅', '질린다', '똑같다', '패턴', '에', '노래']",0
"['근데', '실종', '아니다', '삼촌', '사업실패', '하고', '잠수', '타다', '같다', '실종', '이랑', '잠수', '는', '다르다']",0
"['전라도', '광주', '지만', '토착', '왜구', '아니다', '원숭이', '섬', '으로']",1
"['엄마', '한테', '잘해야', '해', '요']",0
"['중간', '에', '의사', '커뮤니티', '나오다', '이국', '종', '교수', '욕', '하다', '의사', '많다', '혼자', '바', '하다', '본인', '열심히', '하다', '걸', '왜', '저', '분', '을', '욕', '하다', '모르다']",0
"['ㅋㅋ', '존나', '병신', '이네', '돼다', '되다', '야하다', '에서도', '돼다', '야하다', '맞다', '병신', '아', '맞춤법', '못', '맞추다', '있다', '지적', '지다', '꼬', '라지', '보다']",1
"['축구', '에서', '허리', '싸움', '미드필더', '중요성', 'ㄷ', 'ㄷ', 'ㅋㅋㅋ', '미드', '잡다', '경기', '력', '지배', '하고', '볼', '점유', '율도', '올리다', '기회', '도', '늘어나다']",0
"['송종국', '마누라', '너무', '못', '생기다', '송종국', '바람', '피다', '송종국', '이쁘다', '를', '좋다', '거들다', '딸', '지아', '를', '좋다', '하다', 'ㅛ', '도', '딸', '이쁘다', '좋다', '하다']",1
"['몸', '도', '병신', '되다', 'ㅋㅋ']",1
"['재균', '아', '노래방', '도우미', '부르다', '않다', '부르다']",1
"['인생', '좆망', '테크', '탓', '네', '어휴']",1
"['넌', '왜', '이렇게', '도', '많다', '탈', '도', '많다']",0
"['천박', '스럽다', '뭘', '굳이', '수영복', '입다', '몸', '을', '공개', '까지', '저런', '마인드', '며느리', 'ㄴㄴ']",1
"['폭력', '에도', '양쪽', '다', '필요하다']",0
"['그냥', '보다', '보임', '좌파', '돈앞', '에선', '같다', '편이', '고', '뭐', '고', '없다']",1
"['그냥', '찌다', '따다', '잠바', '아니다', '저걸', '유행', '이라고', '입다', '애', '은', 'ㅉㅉ', '개성', '없다', '놈']",1
"['문재인', '은', '코로나', '고맙다', 'ㅋㅋ']",0
"['솔직하다', '대상', '은', '풍상', '씨', '이다']",0
"['응', '구원파', '믿다', '에게', '관심', '없다', '유진', '팬', '이다', '실망하다']",0
"['정말', '재미있다', '자다', '보고', '있다']",0
"['부자', '보다', '싶다', 'ㅜㅜ']",0
"['솔직하다', '지루']",0
"['가짜', '사나이', '시즌', '1', '핫', '하다', '보다', '못', '보다', '은근', '많다', '시즌', '2', '지원', '영상', '킹', '고', '리즘', '방송', '덕', '에', '핫', '하다', 'ㄷㄷㄷ']",0
"['백종원', '중국집', '가보다', '맛없다', '본인', '체인점', '부터', '신', '경', '쓰시']",1
"['왜', '하차', '야', '소속사', '못', '하다', '구안', '스케줄', '을', '소속사', '가짜', '서', '움직이다', '아니다']",0
"['저런', '도', '안되다', '청원', '에', '11만', '이나', '동의', '거', '보다', '무섭다', '살다']",0
"['우상', '음악', '들다', '의', '인생', '애기', '를', '들어서다', '뭔가', '친근하다', '인생', '에', '대해', '많이', '배우다']",0
"['학창시절', '여신', '으로', '유명하다']",0
"['2만원', '지원', '받다', '대리점', '방문', '하다', '명의', '변경', '하라', '고', 'ㅋㅋㅋ', '선불', '폰', '사용자', '는', '얼칼건데', '게', '국민', '통신비', '지원', '이냐']",0
"['유쾌하다', '네', '라는', '리플', '에', '꽂히다', 'ㅈㄴ', '웃음', 'ㅋㅋ']",1
"['그렇다', '광고', '는', '이렇게', '하다', '암', 'ㅋㅋ', '대본', '을', '끊다', '않다', '아주', '자연스럽다', '흐름', '으로', '치', '고', '들어가다', '무비', '식', '맨인블랙', '짤', '로', '괴리감', '마저', '없다', '버리다']",0
"['팬싸', '가면', '여친', '한테', '만', '써다', '하다', '하트', '그리다', '포스트잇', '에', '묻다', '대답', '도', '하고', 'ㅋㅋㅋ', '로', '일관', '하다', '분']",1
"['응', '친', '짱깨', '기업', 'ㄲㅈ']",1
"['연예인', '에', '입', '싸다', '자기', '얘기', '못', '하다', '몇', '있다', '에', '지석진', '은', '없다', '어느', '동료', '의', '사생활', '은', '보호', '해주다', '게', '맞다']",0
"['남자', '에', '왜', '가다', '한남', '논리', '남자', '은', '항상', '강간', '하다', '마음', '있다', 'ㅋㅋ', '한남', '수준', '자다', '보다']",1
"['김건모', '너', '도', '패', '나물', '에', '밥', '미우다', '새', '그만', '와', '김흥국', '김창환', '다니다', '절친', '너', '도', '그렇다', '부류', '로', '보이다']",1
"['손승연', '실력', '은', '소향', '과', '동', '급', '이라고', '보다']",0
"['더럽다', '기사', '쓰다', '퉤퉤', '보다', '엮겹', '네', '시', '발']",1
"['드라마', '는', '전작', '에', '비다', '노잼']",0
"['재미있다', '공포영화', '같다', 'ㅋㅋ']",0
"['음주운전', '면죄부', '미치다', '방송국', '놈', '호란', '이야', '아쉽다', '시청자', '는', '아쉽다', '않다', '왜', '이르다', '용서', '안되다', '범죄자', '를', '난', '차라리', '도박', '마약', '사범', '나은', '듯', '남', '에게', '피', '해주다', '건', '아니다', '직접', '으론', '막장', '으로', '가면', '똑같다', '순', '있다']",1
"['하다', '전공', '의도', '의사', '도', '아니다', '조선족', '이다', '의대', '생', '사칭', '써다', '의심']",0
"['진짜', '개극혐', '직업', '이다', 'ㄹㅇ']",1
"['대단하다', '정부', '차라리', '314', '까지', '올', '리지']",0
"['어휴', 'ㅋㅋㅋ', '독해', '못', '하다', '헛소리', '하다', '직업', '귀', '천', '있다', '한적', '있다', '도대체', '어느', '부분', '이나', '역시', '공부', '못', '하다', '기술', '배우다', '나쁘다', '않다', '하다', 'ㅋㅋ', '일베', '같다', '인터넷', '커뮤니티', '친구', '끼리', '저런', '하다', '별', '문제', '안되다', '모르다', '학생', '다', '보고', '가르치다', '강사', '강의', '에', '저렇게', '조롱', '거', '면', '짧다', '맞다']",1
"['대만', '애', '소식', '까지', '알다']",1
"['사원', '4년', '차인데', '동기', '에', '스쿼트', '230', '치다', '미치다', '새끼', '있다', '부서', '과장', '술', '먹다', '자꾸', '엉덩이', '랑', '벅', '만지다', '한탄', '하다', 'ㅋ', '경영', '찌르다', '지다', '쪽팔리다', '그냥', '넘어가다', '쭈글탱이', '만지다', '좆', '같다', '스트레스', '받다']",1
"['이건', '아니다', 'ㅠㅠ', '진짜', '말다', '포르투갈', '까지', '따라오다', '버리다']",0
"['정해', '인', '선', '은거', '맞다', '예진', '언니', '차', '인거', 'ㅠㅠ']",0
"['녀', '은', '걱정', '없다', '개빻은거', '누가', '데려가다']",1
"['진실', '은', '모르다', '암튼', '대한민국', '국방부', '실례', '0', '폐쇠', '국방부']",0
"['예원', '힘내다']",0
"['근데', '진짜', '배달', '비', '넘다', '아깝다', 'ㅆㅂ', '처음', '부터', '뜯다', '거', '이다', '모르다', '받다', '어느', '순간', '보다', '서비스', '랍시고', '처', '받다', '개좆', '같다', '새끼', '2천원', '은', '돈', '아니다', '조', '오옷', '아깝다', 'ㅅㅂ', '그래서', '난', '되다', '이면', '걸어가다', '있다', '거리', '아니다', '치킨', '시킴', 'ㅎㅅㅎ']",1
"['앞머리', '자르다', 'ㅅㅂ']",1
"['뭐', '만하', '면', '공황장애', '래', '뉘집', '이름', '이냐']",1
"['은', '왜', '똥', '싸다', '스마트폰', '으로', '페북', '을', '보나', '요']",1
"['그만', '기사', '써다', '알다', '않다']",0
"['아', '상황', '너무', '무섭다', '엄마', '는', '가게', '에', '나오다', '기절', '하다', '같다', '상황', '을', '보다', '형', '은', '크다', '트라우마', '로', '남다', '같다', '어떻다', '이렇다', '소중하다', '목숨', '을', 'ㅠㅠ', '코로나', '로', '인류', '워협받는', '위기', '상황', '인데', '술', '먹다', '운전', '을', '하다', '있다', '아이', '의', '명복', '을', '빌다', '가족', '의', '심리', '회복', '을', '위', '하다', '국가', '에서', '도와주다', '되다', '같다']",0
"['이고', '기안', '84', '를', '좋아하다', '않다', '웹툰', '도', '보다', '게', '왜', '비난', '을', '받다', '국민', '청원', '을', '하다', '하다', '일인', '모르다', '드라마', '영화', '는', '노골', '인데', '창작물', '은', '범죄', '아니다', '불편하다', '싫다', '안보', '면', '되다', '비난', '받다', '이유', '는', '없다', '너무', '억', '지인', '듯']",0
"['만', '해', '라', 'ㅋㅋ', '나소', '미투', 'ㅇㅈㄹ', '하넼', 'ㅋㅋㅋ', '하여간', '계', '지다', '들다', '남자', '치다', '먹다', '하다', '없다']",1
"['너', '무심하다', '저런', '새끼', '어떻다', '사회생활', '가능하다', '의문']",1
"['어디서', '교과서', '들고나다', '서다', '받다', '적다', 'ㅋㅋ']",1
"['탈', '코모', '르노', '이기', '야', '데스', '웅챠']",1
"['네이버', '틀', '딱', '놀이터', '다음', '좀비', '놀이터']",1
"['김밥', '은', '어느', '나라', '음식', '이노', 'ㅋㅋ', '씨발', '아', 'ㅋㅋ']",1
"['안마', '제이', '튠', '주식', '먹튀', 'ㅆㄹㄱ']",1
"['더군다나', '매', '매도', '자', '한테', '따로', '받다', '너', '강남', '은', '달', '에', '1', '건', '씩', '만하', '면', '재벌되겄', '네']",0
"['빡', '대가리', '에게', '방법', '을', '가르치다', 'ㅠㅜ']",1
"['정상', '인', '연애', '못', '해봤다', '그렇다', '환타지', '쓰다', '멍', '청아']",1
